4	0.251800	0.097164	0.027676	0.332484	0.422923	0.000458	0.080648
9	0.371451	0.069160	0.037637	0.580845	0.498020	0.001441	0.209332
14	0.377303	0.037804	0.037913	0.604581	0.526933	0.002495	0.227194
19	0.276042	0.041796	0.028193	0.429272	0.534523	0.003538	0.153094
24	0.383302	0.036769	0.038594	0.624423	0.555821	0.004762	0.240997
29	0.195817	0.040339	0.019941	0.300408	0.560358	0.005854	0.104403
34	0.328382	0.020850	0.032820	0.537720	0.569252	0.007064	0.209195
39	0.389771	0.022134	0.038460	0.639413	0.570074	0.008170	0.249456
44	0.391286	0.037400	0.039284	0.642177	0.568275	0.009240	0.250681
49	0.432788	0.013737	0.043081	0.719261	0.573349	0.010434	0.286303
54	0.301064	0.015525	0.030129	0.496583	0.570071	0.011409	0.195345
59	0.288355	0.015591	0.029020	0.432190	0.567811	0.012347	0.143112
64	0.321252	0.016608	0.032263	0.492743	0.566291	0.013350	0.170770
69	0.290935	0.013346	0.029233	0.482183	0.570615	0.014561	0.191065
74	0.327998	0.012981	0.033095	0.448609	0.565262	0.015389	0.118903
79	0.234891	0.016001	0.023352	0.341324	0.562882	0.016314	0.105467
84	0.386860	0.015468	0.038799	0.619685	0.573079	0.017752	0.232139
89	0.268173	0.016815	0.026755	0.438271	0.571207	0.018722	0.169761
94	0.398820	0.010716	0.040128	0.584100	0.574096	0.019890	0.183365
99	0.407564	0.013826	0.040887	0.649744	0.576584	0.021057	0.241250
104	0.404346	0.013253	0.040556	0.676019	0.582959	0.022444	0.271411
109	0.347070	0.011539	0.034862	0.579308	0.585301	0.023703	0.231976
114	0.450887	0.015310	0.045108	0.719597	0.585080	0.024799	0.267509
119	0.348004	0.011067	0.034633	0.558495	0.583993	0.025859	0.209603
124	0.230756	0.009572	0.023333	0.333235	0.578238	0.026653	0.100837
129	0.343075	0.036821	0.034692	0.513392	0.576348	0.027501	0.168315
134	0.321856	0.011078	0.031685	0.531855	0.579556	0.028808	0.209539
139	0.484094	0.014224	0.048563	0.810179	0.582164	0.030108	0.325684
144	0.311661	0.009284	0.031084	0.520786	0.581254	0.031201	0.208829
149	0.322791	0.010833	0.032297	0.538389	0.583324	0.032430	0.215245
154	0.366170	0.011040	0.036824	0.595599	0.586502	0.033762	0.228473
159	0.470738	0.007922	0.047111	0.786429	0.586588	0.034874	0.315183
164	0.368474	0.010600	0.036760	0.616797	0.587775	0.036075	0.247956
169	0.420687	0.010548	0.042156	0.695900	0.590558	0.037435	0.274449
174	0.353130	0.012211	0.035190	0.589873	0.588522	0.038422	0.236317
179	0.321461	0.015150	0.032799	0.418185	0.586979	0.039396	0.091320
184	0.407428	0.011067	0.040644	0.671070	0.587739	0.040583	0.262709
189	0.392521	0.015226	0.038618	0.650133	0.588256	0.041778	0.256845
194	0.279655	0.007380	0.028027	0.457283	0.585554	0.042666	0.176797
199	0.352885	0.010338	0.035290	0.590365	0.584138	0.043716	0.237032
204	0.360466	0.010440	0.036092	0.604032	0.583013	0.044766	0.243143
209	0.320722	0.008963	0.032134	0.519205	0.581638	0.045801	0.197197
214	0.337607	0.008321	0.034079	0.539413	0.581623	0.046926	0.200054
219	0.535766	0.008361	0.053463	0.902758	0.582942	0.048204	0.366574
224	0.382793	0.010325	0.038336	0.641294	0.584645	0.049474	0.257993
229	0.620492	0.009182	0.062107	1.048238	0.584478	0.050599	0.427384
234	0.258271	0.007853	0.025892	0.424637	0.582728	0.051585	0.165554
239	0.274222	0.012436	0.027482	0.438069	0.583859	0.052832	0.162222
244	0.469835	0.008986	0.047022	0.790672	0.584703	0.054050	0.320361
249	0.294003	0.009718	0.029475	0.491507	0.582904	0.054875	0.197003
254	0.317080	0.007697	0.031786	0.521682	0.581976	0.055934	0.203534
259	0.301985	0.009468	0.030207	0.491387	0.581585	0.057030	0.188019
264	0.427949	0.014279	0.043247	0.717069	0.582593	0.058284	0.288448
269	0.355608	0.007763	0.035548	0.597387	0.580975	0.059243	0.241310
274	0.272335	0.008868	0.027182	0.454480	0.580420	0.060325	0.181576
279	0.275496	0.010826	0.027409	0.458934	0.580330	0.061467	0.182795
284	0.391842	0.019808	0.039530	0.647995	0.580112	0.062589	0.254890
289	0.345794	0.009394	0.034976	0.568012	0.579706	0.063679	0.220807
294	0.342607	0.007858	0.034229	0.574944	0.581461	0.065028	0.231792
299	0.260578	0.008970	0.026034	0.423003	0.580732	0.066082	0.160941
304	0.317174	0.010237	0.032001	0.522998	0.579451	0.066985	0.204604
309	0.345165	0.010344	0.034629	0.551006	0.580071	0.068210	0.203090
314	0.219417	0.007351	0.022056	0.364399	0.579573	0.069309	0.144306
319	0.304163	0.005534	0.030464	0.509352	0.580556	0.070592	0.204571
324	0.413149	0.014677	0.041451	0.695541	0.580583	0.071719	0.281838
329	0.345358	0.012019	0.034949	0.541608	0.579926	0.072700	0.192487
334	0.416777	0.034833	0.042339	0.635969	0.578841	0.073604	0.213109
339	0.374095	0.010704	0.037809	0.626747	0.578985	0.074588	0.251868
344	0.335908	0.102339	0.033381	0.512320	0.578865	0.075573	0.171333
349	0.391433	0.035890	0.040463	0.571392	0.579911	0.076700	0.171686
354	0.256662	0.033361	0.026345	0.415869	0.580054	0.077761	0.157378
359	0.329121	0.015085	0.033164	0.548230	0.580321	0.078944	0.218084
364	0.218085	0.013055	0.022396	0.337413	0.580640	0.080123	0.116241
369	0.252108	0.009828	0.025665	0.390108	0.581166	0.081293	0.134378
374	0.241532	0.006608	0.024224	0.405170	0.580574	0.082330	0.163119
379	0.290006	0.007554	0.028890	0.487225	0.580195	0.083325	0.196659
384	0.352473	0.005748	0.035325	0.594884	0.579808	0.084415	0.241987
389	0.316495	0.016102	0.032054	0.514619	0.579432	0.085460	0.195788
394	0.502029	0.004557	0.050238	0.849894	0.580728	0.086768	0.347504
399	0.481993	0.008901	0.048847	0.787485	0.580699	0.087830	0.302212
4	0.582810	0.006149	0.058327	0.985536	0.581347	0.089042	0.402179
9	0.291858	0.009649	0.029100	0.488135	0.581424	0.090139	0.195424
14	0.409984	0.006801	0.041058	0.683944	0.581089	0.091236	0.272559
19	0.402710	0.009646	0.040326	0.671114	0.581441	0.092449	0.266929
24	0.336956	0.006480	0.033701	0.567434	0.581107	0.093546	0.229880
29	0.242153	0.007104	0.024485	0.388328	0.581091	0.094694	0.143545
34	0.312345	0.004896	0.031061	0.525571	0.581396	0.095922	0.212607
39	0.442830	0.008560	0.044412	0.740639	0.581823	0.097163	0.296397
44	0.336984	0.018655	0.034044	0.558049	0.583185	0.098573	0.219314
49	0.320172	0.008027	0.032121	0.537865	0.583275	0.099714	0.216924
54	0.364250	0.007866	0.036588	0.613509	0.583221	0.100883	0.248564
59	0.420141	0.006348	0.042331	0.674185	0.583621	0.102053	0.249114
64	0.274135	0.005945	0.027458	0.461320	0.583293	0.103149	0.186597
69	0.304458	0.006008	0.030326	0.510984	0.583059	0.104219	0.205692
74	0.312379	0.009195	0.031260	0.524380	0.583251	0.105425	0.211148
79	0.318514	0.014193	0.032763	0.507068	0.583269	0.106584	0.184085
84	0.497011	0.012614	0.050247	0.813151	0.583150	0.107701	0.311967
89	0.385133	0.006737	0.038384	0.648286	0.582895	0.108825	0.262297
94	0.295187	0.017191	0.030266	0.450795	0.583062	0.109925	0.148721
99	0.366766	0.013189	0.037603	0.571494	0.582047	0.110751	0.197648
104	0.281451	0.007856	0.028276	0.472571	0.582852	0.112020	0.190306
109	0.326767	0.005004	0.032448	0.549127	0.583519	0.113317	0.221467
114	0.410840	0.010624	0.041070	0.692957	0.582824	0.114325	0.281344
119	0.404952	0.007568	0.040612	0.674647	0.582842	0.115488	0.267722
124	0.315158	0.008408	0.031949	0.502319	0.582967	0.116636	0.182304
129	0.394131	0.012285	0.039941	0.600173	0.583942	0.117910	0.195763
134	0.381895	0.049091	0.039051	0.574182	0.583595	0.118832	0.181133
139	0.448549	0.128678	0.045414	0.739288	0.583119	0.119571	0.287261
144	0.401492	0.065371	0.031912	0.519946	0.583187	0.120405	0.093862
149	0.363495	0.010984	0.036232	0.609243	0.582657	0.121422	0.244420
154	0.266706	0.017887	0.026591	0.440495	0.583615	0.122779	0.171791
159	0.309269	0.008610	0.031041	0.502196	0.583690	0.123941	0.189234
164	0.300407	0.017321	0.032191	0.364453	0.583028	0.124848	0.040879
169	0.321664	0.006429	0.032140	0.542433	0.582533	0.125872	0.220067
174	0.298561	0.007913	0.030497	0.464792	0.582843	0.127080	0.159311
179	0.243965	0.009557	0.024556	0.408981	0.581847	0.127985	0.164075
184	0.300872	0.011837	0.030466	0.481342	0.582438	0.129266	0.175486
189	0.309592	0.006038	0.031560	0.486176	0.581542	0.130157	0.169888
194	0.330447	0.006388	0.033071	0.539085	0.581587	0.131122	0.204820
199	0.399244	0.006934	0.040388	0.646514	0.582085	0.132376	0.241782
204	0.263791	0.007605	0.027478	0.390276	0.581628	0.133380	0.116462
209	0.335196	0.005032	0.033946	0.545464	0.582338	0.134634	0.206021
214	0.403982	0.004911	0.040520	0.678234	0.582459	0.135816	0.272749
219	0.285931	0.009002	0.028931	0.470752	0.581876	0.136834	0.182092
224	0.306108	0.013484	0.030476	0.511366	0.581135	0.137718	0.203640
229	0.246502	0.012022	0.025959	0.365794	0.580927	0.138767	0.109629
234	0.350835	0.008690	0.035239	0.579389	0.581025	0.139930	0.225434
239	0.229351	0.007431	0.024415	0.317389	0.580431	0.140866	0.074617
244	0.486484	0.005344	0.048708	0.823344	0.580566	0.142042	0.336173
249	0.358563	0.006534	0.035945	0.604431	0.581280	0.143392	0.244898
254	0.403366	0.010121	0.040504	0.679428	0.581477	0.144618	0.274858
259	0.317428	0.007906	0.031871	0.534020	0.581719	0.145843	0.215507
264	0.491462	0.007144	0.049718	0.801139	0.582187	0.147087	0.302960
269	0.307702	0.006015	0.030961	0.511146	0.582457	0.148306	0.201078
274	0.409600	0.006110	0.041127	0.692062	0.582980	0.149625	0.281611
279	0.443088	0.005859	0.044460	0.749612	0.583698	0.150908	0.305787
284	0.363649	0.007287	0.036167	0.612963	0.583020	0.151844	0.248244
289	0.374548	0.016938	0.038623	0.591094	0.582686	0.152689	0.207152
294	0.459257	0.012713	0.047436	0.723775	0.582372	0.153679	0.252695
299	0.265396	0.011636	0.026617	0.442348	0.582639	0.154882	0.175099
304	0.268346	0.011162	0.026828	0.447884	0.582352	0.155909	0.177779
309	0.221948	0.007477	0.022354	0.373123	0.582343	0.157040	0.150279
314	0.406158	0.006331	0.041307	0.661667	0.582379	0.158190	0.249290
319	0.329063	0.004939	0.032979	0.556037	0.582153	0.159306	0.226240
324	0.416977	0.007169	0.041772	0.705924	0.582587	0.160551	0.288300
329	0.249396	0.005450	0.024929	0.419848	0.582354	0.161531	0.169534
334	0.271280	0.005632	0.027449	0.447009	0.582073	0.162514	0.172552
339	0.358430	0.007415	0.037803	0.534861	0.582038	0.163631	0.159573
344	0.191957	0.005970	0.019447	0.313741	0.582088	0.164813	0.118905
349	0.325844	0.005450	0.032847	0.540348	0.582330	0.166019	0.211368
